product_id,category,brand,option,r,g,b,L,a,b,hex,case_type,timestamp
TEMP624066,liptint,하트퍼센트,일반립펜슬22살몬피치,230,159,139,21.5652,23.9886,21.1002,#E69F8B,A_normal,2025-11-25 13:49:46
TEMP367395,liptint,하트퍼센트,일반립펜슬단품02크리미핑크,211,131,144,19.0271,32.3979,6.1253,#D38390,A_normal,2025-11-25 13:49:46
TEMP813119,liptint,하트퍼센트,일반립펜슬단품20살몬베이지,200,143,120,19.3168,18.6862,20.8213,#C88F78,A_normal,2025-11-25 13:49:46
TEMP122211,liptint,힌스,01데자뷰,137,47,52,9.9412,38.7116,17.7632,#892F34,A_normal,2025-11-25 13:49:46
TEMP462398,liptint,힌스,02뉴실루엣,187,106,89,16.079,30.524,23.6505,#BB6A59,A_normal,2025-11-25 13:49:46
TEMP610847,liptint,힌스,03페이드아웃,168,92,94,14.398,31.1473,12.6948,#A85C5E,A_normal,2025-11-25 13:49:46
TEMP615962,liptint,힌스,04모멘터리,197,114,101,17.0779,31.2871,21.4164,#C57265,A_normal,2025-11-25 13:49:46
TEMP500070,liptint,힌스,05언리파인드,120,42,54,8.7602,35.0757,10.6555,#782A36,A_normal,2025-11-25 13:49:46
TEMP244175,liptint,힌스,베어에센셜,179,99,93,15.3109,31.5343,17.7074,#B3635D,A_normal,2025-11-25 13:49:46
TEMP577065,liptint,힌스,시그니처미,167,56,55,12.0353,45.4667,25.8645,#A73837,A_normal,2025-11-25 13:49:46
TEMP220943,liptint,힌스,어드레스,130,71,50,11.0699,23.0656,23.558,#824732,A_normal,2025-11-25 13:49:46
TEMP371257,liptint,힌스,얼루어,204,121,144,18.1089,35.1861,1.5943,#CC7990,A_normal,2025-11-25 13:49:46
TEMP979792,liptint,힌스,인디케이트,161,88,92,13.8253,30.3855,11.0943,#A1585C,A_normal,2025-11-25 13:49:46
TEMP964741,liptint,3CE,OY단독더스키핑크쿨베스트,204,104,117,16.834,40.8174,11.1753,#CC6875,A_normal,2025-11-25 13:49:46
TEMP283948,liptint,3CE,OY단독미드나잇콜가을웜추천,149,66,56,11.6557,34.1146,23.0094,#954238,A_normal,2025-11-25 13:49:46
TEMP541380,liptint,3CE,OY단독사일런트쿨베스트,164,24,70,10.7897,56.2982,10.8484,#A41846,A_normal,2025-11-25 13:49:46
TEMP498122,liptint,3CE,OY단독소프트스포큰웜추천,192,102,103,16.1094,35.9499,15.76,#C06667,A_normal,2025-11-25 13:49:46
TEMP499549,liptint,3CE,나이트토크쿨추천,186,97,102,15.5343,36.2154,13.571,#BA6166,A_normal,2025-11-25 13:49:46
TEMP395649,liptint,3CE,다키스트아워가을웜추천,139,54,60,10.474,36.7215,15.0679,#8B363C,A_normal,2025-11-25 13:49:46
TEMP152671,liptint,3CE,다포딜웜베스트,166,49,59,11.6808,48.2777,21.881,#A6313B,A_normal,2025-11-25 13:49:46
TEMP230196,liptint,3CE,더블윈드쿨추천,169,52,61,11.9898,48.1896,22.0688,#A9343D,A_normal,2025-11-25 13:49:46
TEMP408610,liptint,3CE,디어마치뉴트럴추천,191,105,97,16.2225,33.3815,19.754,#BF6961,A_normal,2025-11-25 13:49:46
TEMP710274,liptint,3CE,레이다운웜베스트,189,88,73,14.951,39.4611,28.1083,#BD5849,A_normal,2025-11-25 13:49:46
TEMP868693,liptint,3CE,모어피치웜추천,227,122,77,18.699,37.0043,42.3097,#E37A4D,A_normal,2025-11-25 13:49:46
TEMP118494,liptint,3CE,베스트에버여름쿨추천,217,1,60,13.7331,72.0404,31.9632,#D9013C,A_normal,2025-11-25 13:49:46
TEMP726747,liptint,3CE,베이크베이지웜추천,193,92,68,15.3498,38.6262,32.7423,#C15C44,A_normal,2025-11-25 13:49:46
TEMP110307,liptint,3CE,세피아웜추천,181,55,53,12.7455,50.5018,30.5211,#B53735,A_normal,2025-11-25 13:49:46
TEMP226413,liptint,3CE,셀프메이드뉴트럴추천,161,92,89,14.0744,27.834,14.0519,#A15C59,A_normal,2025-11-25 13:49:46
TEMP752392,liptint,3CE,스파이스드라떼가을웜추천,162,79,80,13.2071,34.375,15.5583,#A24F50,A_normal,2025-11-25 13:49:46
TEMP522463,liptint,3CE,스팟플레이어쿨추천,222,42,61,14.6753,67.2837,35.3054,#DE2A3D,A_normal,2025-11-25 13:49:46
TEMP092970,liptint,3CE,스피크업뉴트럴추천,160,42,62,11.0675,49.2192,17.1131,#A02A3E,A_normal,2025-11-25 13:49:46
TEMP748846,liptint,3CE,얼리아워쿨추천,184,78,72,14.1355,42.4821,25.0836,#B84E48,A_normal,2025-11-25 13:49:46
TEMP566165,liptint,3CE,웜스웜추천,215,123,104,18.3965,33.7894,25.9813,#D77B68,A_normal,2025-11-25 13:49:46
TEMP061048,liptint,3CE,인더나우쿨추천,211,102,96,16.8862,42.4069,23.7892,#D36660,A_normal,2025-11-25 13:49:46
TEMP964956,liptint,3CE,차일드라이크봄웜추천,225,55,29,15.1477,63.546,53.7122,#E1371D,A_normal,2025-11-25 13:49:46
TEMP667284,liptint,3CE,체이싱로즈웜추천,210,96,91,16.468,44.6077,24.8165,#D2605B,A_normal,2025-11-25 13:49:46
TEMP195765,liptint,3CE,캐시미어누드쿨베스트,192,99,119,16.0363,39.2765,5.9921,#C06377,A_normal,2025-11-25 13:49:46
TEMP803019,liptint,3CE,캐주얼어페어웜추천,192,63,68,13.7648,51.7386,26.1776,#C03F44,A_normal,2025-11-25 13:49:46
TEMP263551,liptint,3CE,코랄문봄웜추천,216,85,74,16.0783,50.7578,33.1362,#D8554A,A_normal,2025-11-25 13:49:46
TEMP217078,liptint,3CE,탱이피버틴티드썸머에디션,246,100,64,18.2565,54.0262,48.1437,#F66440,A_normal,2025-11-25 13:49:46
TEMP590860,liptint,3CE,토프가을웜추천,139,68,62,11.3379,29.5565,17.6434,#8B443E,A_normal,2025-11-25 13:49:46
TEMP856813,liptint,3CE,퍼스트레터뉴트럴추천,210,88,73,15.9392,47.2049,32.9163,#D25849,A_normal,2025-11-25 13:49:46
TEMP090560,liptint,3CE,플레이오프뉴트럴추천,217,28,29,13.9639,67.9984,49.8974,#D91C1D,A_normal,2025-11-25 13:49:46
TEMP094035,liptint,3CE,피그타치오봄웜추천,203,111,108,17.1667,35.8838,17.9238,#CB6F6C,A_normal,2025-11-25 13:49:46
TEMP277665,liptint,3CE,핑크구아바쿨베스트,212,65,72,14.9393,57.6303,29.4657,#D44148,A_normal,2025-11-25 13:49:46
TEMP900385,liptint,3CE,히티드봄웜추천,179,87,93,14.5506,37.8964,14.2443,#B3575D,A_normal,2025-11-25 13:49:46
TEMP254538,liptint,네이밍,NEW베어BEAR,181,99,104,15.4658,33.4739,11.9631,#B56368,A_normal,2025-11-25 13:49:46
TEMP142241,liptint,네이밍,NEW솔SOL,148,64,61,11.5134,35.1488,19.2989,#94403D,A_normal,2025-11-25 13:49:46
TEMP935549,liptint,네이밍,NEW테디TEDDY,184,104,109,15.9495,32.491,11.3276,#B8686D,A_normal,2025-11-25 13:49:46
TEMP895634,liptint,네이밍,NEW테이스티TASTY,177,69,78,13.3368,44.7084,17.7675,#B1454E,A_normal,2025-11-25 13:49:46
TEMP073569,liptint,네이밍,누디NUDI,227,188,156,23.6605,9.4095,21.4454,#E3BC9C,A_normal,2025-11-25 13:49:46
TEMP322239,liptint,네이밍,던더DONDER,220,127,154,19.1827,39.0741,1.3262,#DC7F9A,A_normal,2025-11-25 13:49:46
TEMP602762,liptint,네이밍,데니아DENIA,227,170,159,22.369,19.3959,13.8396,#E3AA9F,A_normal,2025-11-25 13:49:46
TEMP640228,liptint,네이밍,드모르DMORE,169,85,88,13.9491,34.6686,14.2596,#A95558,A_normal,2025-11-25 13:49:46
TEMP905170,liptint,네이밍,록스ROX,125,42,47,8.99,36.3203,16.4366,#7D2A2F,A_normal,2025-11-25 13:49:46
TEMP754106,liptint,네이밍,번트BURNT,132,70,61,11.1477,25.4669,17.2305,#84463D,A_normal,2025-11-25 13:49:46
TEMP071272,liptint,네이밍,베이BEI,211,164,161,21.4614,16.8659,8.2266,#D3A4A1,A_normal,2025-11-25 13:49:46
TEMP727999,liptint,네이밍,블러쉬BLUSH,216,160,166,21.3635,21.6307,5.0633,#D8A0A6,A_normal,2025-11-25 13:49:46
TEMP215150,liptint,네이밍,세피아SEPIA,123,77,79,11.3979,19.7235,6.9585,#7B4D4F,A_normal,2025-11-25 13:49:46
TEMP052302,liptint,네이밍,슬레이트SLATE,128,29,66,8.7189,44.3391,2.7003,#801D42,A_normal,2025-11-25 13:49:46
TEMP837090,liptint,네이밍,시엔나SIENNA,196,134,136,18.6418,24.0647,8.6033,#C48688,A_normal,2025-11-25 13:49:46
TEMP382896,liptint,네이밍,에트나ETNA,198,61,72,14.0192,54.723,25.0723,#C63D48,A_normal,2025-11-25 13:49:46
TEMP345358,liptint,네이밍,오브디OVEDI,188,89,92,15.0689,40.1175,17.4219,#BC595C,A_normal,2025-11-25 13:49:46
TEMP694160,liptint,네이밍,오일러OILER,126,43,40,9.0602,35.731,21.2798,#7E2B28,A_normal,2025-11-25 13:49:46
TEMP494160,liptint,네이밍,오피아OPIA,202,50,81,13.8676,60.4124,19.0775,#CA3251,A_normal,2025-11-25 13:49:46
TEMP951540,liptint,네이밍,워니WANNY,230,124,108,19.0833,39.3434,27.1257,#E67C6C,A_normal,2025-11-25 13:49:46
TEMP995309,liptint,네이밍,이테일EYTAIL,193,103,124,16.3647,38.1535,4.6337,#C1677C,A_normal,2025-11-25 13:49:46
TEMP539080,liptint,네이밍,인센디오INCENDIO,204,97,113,16.3918,43.9296,11.4529,#CC6171,A_normal,2025-11-25 13:49:46
TEMP907727,liptint,네이밍,카프CAPH,197,68,72,14.2779,51.5673,26.1339,#C54448,A_normal,2025-11-25 13:49:46
TEMP616032,liptint,네이밍,튜린TURIN,160,38,76,11.0139,51.6904,7.899,#A0264C,A_normal,2025-11-25 13:49:46
TEMP421003,liptint,네이밍,페러데이FERADAY,193,96,87,15.684,37.9745,23.2362,#C16057,A_normal,2025-11-25 13:49:46
TEMP415807,liptint,네이밍,페르소나PERSONA,201,64,81,14.3571,55.0873,21.209,#C94051,A_normal,2025-11-25 13:49:46
TEMP299211,liptint,네이밍,프리실라PRICILLA,193,48,78,13.272,58.2363,17.9756,#C1304E,A_normal,2025-11-25 13:49:46
TEMP484765,liptint,네이밍,핀PIN,156,34,43,10.4338,49.6321,26.2909,#9C222B,A_normal,2025-11-25 13:49:46
TEMP933236,liptint,네이밍,하운드HOUND,132,66,81,11.0214,29.9628,4.0842,#844251,A_normal,2025-11-25 13:49:46
TEMP941282,liptint,네이밍,헤이HEI,222,103,108,17.501,46.9006,19.8874,#DE676C,A_normal,2025-11-25 13:49:46
TEMP216739,liptint,네이밍,히어리HEARLY,181,97,116,15.4271,35.9578,4.655,#B56174,A_normal,2025-11-25 13:49:46
TEMP186615,liptint,라카,NEW131크림차,211,120,100,18.0222,33.4659,26.4919,#D37864,A_normal,2025-11-25 13:49:46
TEMP528829,liptint,라카,NEW133썸머,188,105,129,16.3289,35.9217,1.4353,#BC6981,A_normal,2025-11-25 13:49:46
TEMP143866,liptint,라카,NEW135히피,210,89,114,16.2288,49.9572,10.2295,#D25972,A_normal,2025-11-25 13:49:46
TEMP718502,liptint,라카,NEW136우롱,195,116,115,17.2196,30.9055,13.9554,#C37473,A_normal,2025-11-25 13:49:46
TEMP920855,liptint,라카,NEW137브리즈,184,99,126,15.7602,37.27,0.3791,#B8637E,A_normal,2025-11-25 13:49:46
TEMP831690,liptint,라카,NEW138파르페,191,92,74,15.2859,38.2613,28.9983,#BF5C4A,A_normal,2025-11-25 13:49:46
TEMP109506,liptint,라카,NEW140스쿱,151,76,64,12.4219,30.1998,21.4924,#974C40,A_normal,2025-11-25 13:49:46
TEMP544714,liptint,라카,NEW141콩포트,147,89,88,13.293,23.7695,10.7559,#935958,A_normal,2025-11-25 13:49:46
TEMP733137,liptint,라카,NEW142토피,148,93,83,13.5872,21.2855,15.148,#945D53,A_normal,2025-11-25 13:49:46
TEMP919134,liptint,라카,NEW143브륄레,150,86,86,13.1891,26.4493,11.5497,#965656,A_normal,2025-11-25 13:49:46
TEMP002969,liptint,라카,NEW144피스타치오,134,90,74,12.7728,16.0525,16.58,#865A4A,A_normal,2025-11-25 13:49:46
TEMP028955,liptint,라카,NEW145구아바,165,82,89,13.59,34.8404,11.9082,#A55259,A_normal,2025-11-25 13:49:46
TEMP204915,liptint,라카,NEW147커런트,163,67,97,12.6766,42.6306,2.6295,#A34361,A_normal,2025-11-25 13:49:46
TEMP494660,liptint,라카,NEW149빈즈,133,59,62,10.4791,32.0495,13.6461,#853B3E,A_normal,2025-11-25 13:49:46
TEMP562657,liptint,라카,NEW150페퍼,156,60,56,11.6629,39.7787,23.2863,#9C3C38,A_normal,2025-11-25 13:49:46
TEMP087415,liptint,라카,NEW웜톤추천132롤리,215,113,113,17.8175,39.8298,18.2755,#D77171,A_normal,2025-11-25 13:49:46
TEMP727698,liptint,라카,NEW웜톤추천146카야딜,149,76,85,12.4672,31.5029,8.7776,#954C55,A_normal,2025-11-25 13:49:46
TEMP421547,liptint,라카,NEW쿨톤추천134피치스,206,102,125,16.8589,43.4254,6.6491,#CE667D,A_normal,2025-11-25 13:49:46
TEMP766678,liptint,라카,NEW쿨톤추천139치팅,207,92,121,16.3043,48.242,6.3802,#CF5C79,A_normal,2025-11-25 13:49:46
TEMP357994,liptint,라카,NEW쿨톤추천148아사이,134,61,79,10.7789,33.1992,4.2356,#863D4F,A_normal,2025-11-25 13:49:46
TEMP340810,liptint,라카,웜톤베스트101조이풀,221,83,93,16.32,54.5604,23.3275,#DD535D,A_normal,2025-11-25 13:49:46
TEMP915420,liptint,라카,웜톤베스트120카페인로즈,95,11,15,5.6497,36.2765,22.2416,#5F0B0F,A_normal,2025-11-25 13:49:46
TEMP680229,liptint,라카,쿨톤베스트115엔비,113,11,33,6.9619,42.6163,16.6078,#710B21,A_normal,2025-11-25 13:49:46
TEMP830689,liptint,라카,쿨톤베스트116캔디드,179,7,32,11.2678,61.1316,37.3037,#B30720,A_normal,2025-11-25 13:49:46
TEMP159436,liptint,라카,쿨톤베스트123언스윗베리,70,25,41,4.8883,23.4827,0.0644,#461929,A_normal,2025-11-25 13:49:46
TEMP790629,liptint,라카,102듀이,161,69,93,12.6581,40.5041,4.9808,#A1455D,A_normal,2025-11-25 13:49:46
TEMP857071,liptint,라카,103허밍,199,89,97,15.603,44.5601,17.1524,#C75961,A_normal,2025-11-25 13:49:46
TEMP938254,liptint,라카,104체리,160,22,31,10.2872,53.6299,33.2671,#A0161F,A_normal,2025-11-25 13:49:46
TEMP979318,liptint,라카,105콜드,225,71,128,16.2326,63.5571,2.2537,#E14780,A_normal,2025-11-25 13:49:46
TEMP542280,liptint,라카,106쥬이시,209,53,100,14.4877,62.8188,10.4677,#D13564,A_normal,2025-11-25 13:49:46
TEMP997566,liptint,라카,107슈가,191,92,73,15.2813,38.191,29.5523,#BF5C49,A_normal,2025-11-25 13:49:46
TEMP570962,liptint,라카,108솔티,156,66,55,11.9956,36.7561,25.2792,#9C4237,A_normal,2025-11-25 13:49:46
TEMP318146,liptint,라카,109프레쉬,225,78,95,16.2991,58.0925,22.1804,#E14E5F,A_normal,2025-11-25 13:49:46
TEMP626705,liptint,라카,110소다,230,93,159,17.7364,59.4628,-8.4939,#E65D9F,A_normal,2025-11-25 13:49:46
TEMP823545,liptint,라카,111멜로우,196,87,108,15.4276,45.5214,9.7243,#C4576C,A_normal,2025-11-25 13:49:46
TEMP987159,liptint,라카,112핑퐁,231,87,141,17.3348,60.293,0.0422,#E7578D,A_normal,2025-11-25 13:49:46
TEMP515436,liptint,라카,113플레저,200,76,110,15.0567,52.1587,6.86,#C84C6E,A_normal,2025-11-25 13:49:46
TEMP491997,liptint,라카,114하모니,183,63,54,13.2232,47.9204,31.8979,#B73F36,A_normal,2025-11-25 13:49:46
TEMP935718,liptint,라카,117제타,161,60,49,11.8907,41.1828,28.6376,#A13C31,A_normal,2025-11-25 13:49:46
TEMP445661,liptint,라카,118어도어,220,63,108,15.5028,63.2361,10.6488,#DC3F6C,A_normal,2025-11-25 13:49:46
TEMP448830,liptint,라카,119드리밍,254,89,130,18.453,65.3945,12.2927,#FE5982,A_normal,2025-11-25 13:49:46
TEMP518650,liptint,라카,121애쉬넛,110,63,59,9.6684,19.9987,11.2949,#6E3F3B,A_normal,2025-11-25 13:49:46
TEMP261839,liptint,라카,122로지로즈,178,76,89,13.8361,42.6812,13.3533,#B24C59,A_normal,2025-11-25 13:49:46
TEMP345667,liptint,라카,124마로,191,106,117,16.4197,34.9911,8.9707,#BF6A75,A_normal,2025-11-25 13:49:46
TEMP226927,liptint,라카,125망고,216,109,95,17.5149,40.6619,27.243,#D86D5F,A_normal,2025-11-25 13:49:46
TEMP710906,liptint,라카,126루시,237,124,125,19.4661,43.4473,19.4467,#ED7C7D,A_normal,2025-11-25 13:49:46
TEMP868835,liptint,라카,127로제,171,48,73,12.0022,51.2279,14.6874,#AB3049,A_normal,2025-11-25 13:49:46
TEMP859781,liptint,라카,128라이크,159,51,70,11.4506,45.9365,13.7165,#9F3346,A_normal,2025-11-25 13:49:46
TEMP887684,liptint,라카,129마로니,154,77,79,12.7125,32.2483,13.7229,#9A4D4F,A_normal,2025-11-25 13:49:46
TEMP891470,liptint,라카,130포그베리,133,40,74,9.542,42.4371,1.4991,#85284A,A_normal,2025-11-25 13:49:46
TEMP700970,liptint,롬앤,01포멜로코,192,95,82,15.5522,37.7027,25.5417,#C05F52,A_normal,2025-11-25 13:49:46
TEMP944651,liptint,롬앤,02로지엔탈,164,71,71,12.7637,38.464,19.1165,#A44747,A_normal,2025-11-25 13:49:46
TEMP176041,liptint,롬앤,03머스키,131,53,47,9.9265,33.1564,20.6566,#83352F,A_normal,2025-11-25 13:49:46
TEMP680207,liptint,롬앤,04라드우드,119,65,60,10.2134,22.7792,13.3495,#77413C,A_normal,2025-11-25 13:49:46
TEMP922142,liptint,롬앤,04피그피그,162,46,63,11.3509,48.4172,17.7969,#A22E3F,A_normal,2025-11-25 13:49:46
TEMP310559,liptint,롬앤,05비비캔디,210,71,107,15.3017,57.1512,10.0576,#D2476B,A_normal,2025-11-25 13:49:46
TEMP395597,liptint,롬앤,05쥬쥬브,206,73,71,14.9738,52.4077,29.9637,#CE4947,A_normal,2025-11-25 13:49:46
TEMP598762,liptint,롬앤,06모비쉬,170,91,101,14.4666,33.2548,8.8534,#AA5B65,A_normal,2025-11-25 13:49:46
TEMP220509,liptint,롬앤,07체리밤,192,17,39,12.2484,63.4702,37.4804,#C01127,A_normal,2025-11-25 13:49:46
TEMP269097,liptint,롬앤,08커런트잼,142,59,67,10.9585,35.9558,12.8938,#8E3B43,A_normal,2025-11-25 13:49:46
TEMP984564,liptint,롬앤,08핑크펌킨,225,69,63,15.7619,59.7858,38.4796,#E1453F,A_normal,2025-11-25 13:49:46
TEMP836765,liptint,롬앤,09멀드피치,207,95,77,16.2047,42.9965,31.632,#CF5F4D,A_normal,2025-11-25 13:49:46
TEMP469626,liptint,롬앤,09코랄쥬빌레,241,78,84,17.0626,62.4529,32.406,#F14E54,A_normal,2025-11-25 13:49:46
TEMP082600,liptint,롬앤,10베어애프리콧,254,98,96,18.6651,59.242,32.7546,#FE6260,A_normal,2025-11-25 13:49:46
TEMP740331,liptint,롬앤,10퍼지레드,226,61,71,15.5397,63.3021,33.0789,#E23D47,A_normal,2025-11-25 13:49:46
TEMP645916,liptint,롬앤,11파파야잼,238,97,77,17.7664,53.1859,39.0678,#EE614D,A_normal,2025-11-25 13:49:46
TEMP483014,liptint,롬앤,11푸시아바이브,235,67,89,16.3356,64.911,26.2022,#EB4359,A_normal,2025-11-25 13:49:46
TEMP544453,liptint,롬앤,12애플브라운,225,94,55,16.9142,48.9293,46.9499,#E15E37,A_normal,2025-11-25 13:49:46
TEMP442206,liptint,롬앤,12웜밍업,218,126,105,18.7144,33.4603,26.8882,#DA7E69,A_normal,2025-11-25 13:49:46
TEMP832746,liptint,롬앤,13잇도토리,146,38,17,9.9015,44.0519,38.5539,#922611,A_normal,2025-11-25 13:49:46
TEMP790437,liptint,롬앤,13쿨링업,228,118,131,18.776,43.8241,12.6576,#E47683,A_normal,2025-11-25 13:49:46
TEMP225011,liptint,롬앤,14아몬드로즈,170,69,61,12.8928,40.9392,25.9118,#AA453D,A_normal,2025-11-25 13:49:46
TEMP904511,liptint,롬앤,14언로즈,242,94,105,17.9417,57.6055,24.127,#F25E69,A_normal,2025-11-25 13:49:46
TEMP589465,liptint,롬앤,15베리피즈,244,102,130,18.5872,56.8008,12.6895,#F46682,A_normal,2025-11-25 13:49:46
TEMP184603,liptint,롬앤,15베어피그,177,67,90,13.3137,46.6728,10.297,#B1435A,A_normal,2025-11-25 13:49:46
TEMP314600,liptint,롬앤,16플럼콕,121,10,17,7.4143,44.5013,29.1874,#790A11,A_normal,2025-11-25 13:49:46
TEMP947064,liptint,롬앤,17다크코코넛,132,45,31,9.4615,36.5383,28.6626,#842D1F,A_normal,2025-11-25 13:49:46
TEMP666745,liptint,롬앤,19썸머센트,252,21,33,15.9986,78.0139,56.4499,#FC1521,A_normal,2025-11-25 13:49:46
TEMP311956,liptint,롬앤,20쥬쥬피그,191,72,86,14.2431,48.809,17.3733,#BF4856,A_normal,2025-11-25 13:49:46
TEMP868704,liptint,롬앤,21그레이프밤,194,33,88,12.948,63.4493,10.2929,#C22158,A_normal,2025-11-25 13:49:46
TEMP133788,liptint,롬앤,22도토리밤,151,24,24,9.7445,50.3192,34.857,#971818,A_normal,2025-11-25 13:49:46
TEMP964790,liptint,롬앤,24베어쥬시오,250,132,72,20.2505,40.5867,51.513,#FA8448,A_normal,2025-11-25 13:49:46
TEMP985973,liptint,롬앤,26신비복숭아,252,96,100,18.493,59.6835,29.6961,#FC6064,A_normal,2025-11-25 13:49:46
TEMP961305,liptint,롬앤,27허니듀멜론,253,167,148,22.9423,29.5443,22.8994,#FDA794,A_normal,2025-11-25 13:49:46
TEMP128861,liptint,롬앤,28설화딸기,253,167,182,23.1666,33.6035,5.4508,#FDA7B6,A_normal,2025-11-25 13:49:46
TEMP237185,liptint,롬앤,30보늬밤,209,119,92,17.8372,32.5381,30.1213,#D1775C,A_normal,2025-11-25 13:49:46
TEMP590903,liptint,롬앤,31탠드코코,159,107,84,15.0391,17.9774,21.3034,#9F6B54,A_normal,2025-11-25 13:49:46
TEMP448754,liptint,롬앤,32태니구아바,185,106,102,16.0749,31.0189,16.035,#B96A66,A_normal,2025-11-25 13:49:46
TEMP336576,liptint,롬앤,33알로하쥬시,227,96,93,17.2654,50.7939,27.6266,#E3605D,A_normal,2025-11-25 13:49:46
TEMP539036,liptint,롬앤,올리브영단독01포멜로스킨,214,119,92,18.0385,34.5007,31.1138,#D6775C,A_normal,2025-11-25 13:49:46
TEMP083879,liptint,롬앤,올리브영단독02누카다미아,183,86,72,14.5509,38.1213,26.8127,#B75648,A_normal,2025-11-25 13:49:46
TEMP990985,liptint,롬앤,올리브영단독단품29조선무화과,246,139,133,20.7887,39.904,21.1835,#F68B85,A_normal,2025-11-25 13:49:46
TEMP175326,liptint,롬앤,올리브영단독단품03베어그레이프,196,99,108,16.1267,39.5164,12.9892,#C4636C,A_normal,2025-11-25 13:49:46
TEMP773713,liptint,롬앤,이나피17피치다운,192,108,102,16.4888,32.6593,18.0733,#C06C66,A_normal,2025-11-25 13:49:46
TEMP761635,liptint,롬앤,조앤프렌즈단품02로지엔탈,174,79,79,13.7548,38.8338,18.9389,#AE4F4F,A_normal,2025-11-25 13:49:46
TEMP144312,liptint,롬앤,조앤프렌즈단품07쿨로즈업,170,74,86,13.3204,40.5098,12.6118,#AA4A56,A_normal,2025-11-25 13:49:46
TEMP756724,liptint,롬앤,조앤프렌즈단품37구아바데이지,189,103,98,16.0166,33.7722,18.1965,#BD6762,A_normal,2025-11-25 13:49:46
TEMP698391,liptint,롬앤,조앤프렌즈단품38클라우디베리,181,180,183,22.0413,0.9115,-1.3959,#B5B4B7,A_normal,2025-11-25 13:49:46
TEMP333065,liptint,롬앤,태닝포차코31탠드코코,159,107,84,15.0391,17.9774,21.3034,#9F6B54,A_normal,2025-11-25 13:49:46
TEMP098206,liptint,롬앤,태닝포차코33알로하쥬시,227,96,93,17.2654,50.7939,27.6266,#E3605D,A_normal,2025-11-25 13:49:46
TEMP136222,liptint,릴리바이레드,01바닐라빈크림인척,240,142,135,20.7605,36.3351,19.8206,#F08E87,A_normal,2025-11-25 13:49:46
TEMP182736,liptint,릴리바이레드,02로즈커스터드인척,233,152,164,21.3569,31.8971,6.3816,#E998A4,A_normal,2025-11-25 13:49:46
TEMP783672,liptint,릴리바이레드,03딸기베이비슈인척,234,144,182,21.0148,38.9483,-5.2834,#EA90B6,A_normal,2025-11-25 13:49:46
TEMP872133,liptint,릴리바이레드,04복숭아푸딩인척,253,116,112,19.6188,51.9237,27.8411,#FD7470,A_normal,2025-11-25 13:49:46
TEMP802526,liptint,릴리바이레드,05꿀자몽크레페인척,253,135,146,20.9029,45.7467,14.6071,#FD8792,A_normal,2025-11-25 13:49:46
TEMP208822,liptint,릴리바이레드,06생체리토핑인척,244,82,138,17.7222,65.8588,3.9351,#F4528A,A_normal,2025-11-25 13:49:46
TEMP427353,liptint,릴리바이레드,07믹스베리수플레인척,218,83,140,16.5184,57.9332,-3.6046,#DA538C,A_normal,2025-11-25 13:49:46
TEMP181538,liptint,릴리바이레드,08카야버터인척,222,129,121,19.1542,34.9303,19.9587,#DE8179,A_normal,2025-11-25 13:49:46
TEMP301961,liptint,릴리바이레드,09무화과토스트인척,195,104,96,16.319,35.3606,20.8628,#C36860,A_normal,2025-11-25 13:49:46
TEMP022970,liptint,릴리바이레드,10무화과요거트인척,223,137,150,19.9065,34.3818,7.1226,#DF8996,A_normal,2025-11-25 13:49:46
TEMP815335,liptint,릴리바이레드,11체리사과파르페인척,228,62,74,15.6989,63.7112,32.0616,#E43E4A,A_normal,2025-11-25 13:49:46
TEMP661355,liptint,릴리바이레드,12쁘띠사과쉬폰케익인척,200,64,58,14.1923,53.4314,34.1233,#C8403A,A_normal,2025-11-25 13:49:46
TEMP768899,liptint,릴리바이레드,13슈가레이스인척핑크클로젯,239,164,156,22.3154,26.7486,15.4156,#EFA49C,A_normal,2025-11-25 13:49:46
TEMP988420,liptint,릴리바이레드,14로지셔링인척핑크클로젯,232,150,167,21.2119,32.9925,4.0038,#E896A7,A_normal,2025-11-25 13:49:46
TEMP891968,liptint,삐아,01피치당,230,118,129,18.8454,44.3308,14.1654,#E67681,A_normal,2025-11-25 13:49:46
TEMP296001,liptint,삐아,03포도당,181,113,140,16.684,30.5961,-3.3799,#B5718C,A_normal,2025-11-25 13:49:46
TEMP147048,liptint,삐아,04체리당,181,57,92,13.0634,52.4278,7.9858,#B5395C,A_normal,2025-11-25 13:49:46
TEMP585818,liptint,삐아,05자몽당,189,61,64,13.495,51.328,27.3331,#BD3D40,A_normal,2025-11-25 13:49:46
TEMP381659,liptint,삐아,06땅콩당,162,98,103,14.6272,26.5459,8.2591,#A26267,A_normal,2025-11-25 13:49:46
TEMP949933,liptint,삐아,07호두당,141,85,82,12.7245,22.8816,11.652,#8D5552,A_normal,2025-11-25 13:49:46
TEMP154925,liptint,삐아,08대추당,145,94,104,13.7008,22.2621,2.951,#915E68,A_normal,2025-11-25 13:49:46
TEMP250035,liptint,삐아,09살구퐁당,236,132,130,19.9448,39.5072,18.7977,#EC8482,A_normal,2025-11-25 13:49:46
TEMP005323,liptint,삐아,10딸기퐁당,227,141,164,20.4204,35.5475,1.7816,#E38DA4,A_normal,2025-11-25 13:49:46
